fecha,geografia,variable,valor,unidad,fuente
2024-11-20,Nariño,temp_min,13.0,°C,open-meteo
2024-11-20,Quindío,precipitacion,19.2,mm,open-meteo
2024-11-20,Quindío,temp_max,22.5,°C,open-meteo
2024-11-20,Quindío,temp_min,14.9,°C,open-meteo
2024-11-20,Risaralda,precipitacion,23.4,mm,open-meteo
2024-11-20,Risaralda,temp_max,24.3,°C,open-meteo
2024-11-20,Risaralda,temp_min,14.8,°C,open-meteo
2024-11-20,Tolima,precipitacion,33.6,mm,open-meteo
2024-11-20,Tolima,temp_max,21.6,°C,open-meteo
2024-11-20,Tolima,temp_min,14.9,°C,open-meteo
2024-11-21,Antioquia,precipitacion,69.2,mm,open-meteo
2024-11-21,Antioquia,temp_max,25.4,°C,open-meteo
2024-11-21,Antioquia,temp_min,18.4,°C,open-meteo
2024-11-21,COLOMBIA,fx_usd_local,4392.5,COP/USD,yfinance
2024-11-21,COLOMBIA,precio_interno_referencia,2595000.0,COP/carga_125kg,FNC
2024-11-21,Caldas,precipitacion,15.8,mm,open-meteo
2024-11-21,Caldas,temp_max,17.2,°C,open-meteo
2024-11-21,Caldas,temp_min,12.3,°C,open-meteo
2024-11-21,Cauca,precipitacion,24.9,mm,open-meteo
2024-11-21,Cauca,temp_max,22.0,°C,open-meteo
2024-11-21,Cauca,temp_min,14.9,°C,open-meteo
2024-11-21,GLOBAL,precio_cafe_arabica,298.6499938964844,USc/lb,yfinance
2024-11-21,Huila,precipitacion,3.0,mm,open-meteo
2024-11-21,Huila,temp_max,23.4,°C,open-meteo
2024-11-21,Huila,temp_min,16.5,°C,open-meteo
2024-11-21,Nariño,precipitacion,30.1,mm,open-meteo
2024-11-21,Nariño,temp_max,20.0,°C,open-meteo
2024-11-21,Nariño,temp_min,15.0,°C,open-meteo
2024-11-21,Quindío,precipitacion,37.9,mm,open-meteo
2024-11-21,Quindío,temp_max,22.2,°C,open-meteo
2024-11-21,Quindío,temp_min,16.6,°C,open-meteo
2024-11-21,Risaralda,precipitacion,23.2,mm,open-meteo
2024-11-21,Risaralda,temp_max,22.8,°C,open-meteo
2024-11-21,Risaralda,temp_min,16.2,°C,open-meteo
2024-11-21,Tolima,precipitacion,22.6,mm,open-meteo
2024-11-21,Tolima,temp_max,21.5,°C,open-meteo
2024-11-21,Tolima,temp_min,15.5,°C,open-meteo
2024-11-22,Antioquia,precipitacion,23.4,mm,open-meteo
2024-11-22,Antioquia,temp_max,24.7,°C,open-meteo
2024-11-22,Antioquia,temp_min,18.3,°C,open-meteo
2024-11-22,COLOMBIA,fx_usd_local,4388.5498046875,COP/USD,yfinance
2024-11-22,COLOMBIA,precio_interno_referencia,2650000.0,COP/carga_125kg,FNC
2024-11-22,Caldas,precipitacion,12.9,mm,open-meteo
2024-11-22,Caldas,temp_max,15.8,°C,open-meteo
2024-11-22,Caldas,temp_min,11.8,°C,open-meteo
2024-11-22,Cauca,precipitacion,21.0,mm,open-meteo
2024-11-22,Cauca,temp_max,22.9,°C,open-meteo
2024-11-22,Cauca,temp_min,14.8,°C,open-meteo
2024-11-22,GLOBAL,precio_cafe_arabica,305.25,USc/lb,yfinance
2024-11-22,Huila,precipitacion,14.6,mm,open-meteo
2024-11-22,Huila,temp_max,25.0,°C,open-meteo
2024-11-22,Huila,temp_min,16.4,°C,open-meteo
2024-11-22,Nariño,precipitacion,8.3,mm,open-meteo
2024-11-22,Nariño,temp_max,22.4,°C,open-meteo
2024-11-22,Nariño,temp_min,15.4,°C,open-meteo
2024-11-22,Quindío,precipitacion,28.8,mm,open-meteo
2024-11-22,Quindío,temp_max,22.6,°C,open-meteo
2024-11-22,Quindío,temp_min,16.6,°C,open-meteo
2024-11-22,Risaralda,precipitacion,26.0,mm,open-meteo
2024-11-22,Risaralda,temp_max,23.2,°C,open-meteo
2024-11-22,Risaralda,temp_min,16.3,°C,open-meteo
2024-11-22,Tolima,precipitacion,30.1,mm,open-meteo
2024-11-22,Tolima,temp_max,20.2,°C,open-meteo
2024-11-22,Tolima,temp_min,15.2,°C,open-meteo
2024-11-23,Antioquia,precipitacion,6.4,mm,open-meteo
2024-11-23,Antioquia,temp_max,24.8,°C,open-meteo
2024-11-23,Antioquia,temp_min,18.1,°C,open-meteo
2024-11-23,COLOMBIA,precio_interno_referencia,2650000.0,COP/carga_125kg,FNC
2024-11-23,Caldas,precipitacion,14.7,mm,open-meteo
2024-11-23,Caldas,temp_max,17.0,°C,open-meteo
2024-11-23,Caldas,temp_min,12.1,°C,open-meteo
2024-11-23,Cauca,precipitacion,3.2,mm,open-meteo
2024-11-23,Cauca,temp_max,20.3,°C,open-meteo
2024-11-23,Cauca,temp_min,14.8,°C,open-meteo
2024-11-23,Huila,precipitacion,9.1,mm,open-meteo
2024-11-23,Huila,temp_max,25.2,°C,open-meteo
2024-11-23,Huila,temp_min,15.6,°C,open-meteo
2024-11-23,Nariño,precipitacion,0.3,mm,open-meteo
2024-11-23,Nariño,temp_max,20.7,°C,open-meteo
2024-11-23,Nariño,temp_min,14.8,°C,open-meteo
2024-11-23,Quindío,precipitacion,34.4,mm,open-meteo
2024-11-23,Quindío,temp_max,21.0,°C,open-meteo
2024-11-23,Quindío,temp_min,16.2,°C,open-meteo
2024-11-23,Risaralda,precipitacion,16.1,mm,open-meteo
2024-11-23,Risaralda,temp_max,23.2,°C,open-meteo
2024-11-23,Risaralda,temp_min,16.5,°C,open-meteo
2024-11-23,Tolima,precipitacion,34.0,mm,open-meteo
2024-11-23,Tolima,temp_max,20.9,°C,open-meteo
2024-11-23,Tolima,temp_min,15.5,°C,open-meteo
2024-11-24,Antioquia,precipitacion,8.9,mm,open-meteo
2024-11-24,Antioquia,temp_max,26.7,°C,open-meteo
2024-11-24,Antioquia,temp_min,16.4,°C,open-meteo
2024-11-24,COLOMBIA,precio_interno_referencia,2650000.0,COP/carga_125kg,FNC
2024-11-24,Caldas,precipitacion,21.6,mm,open-meteo
2024-11-24,Caldas,temp_max,18.2,°C,open-meteo
2024-11-24,Caldas,temp_min,10.8,°C,open-meteo
2024-11-24,Cauca,precipitacion,6.3,mm,open-meteo
2024-11-24,Cauca,temp_max,23.3,°C,open-meteo
2024-11-24,Cauca,temp_min,14.5,°C,open-meteo
2024-11-24,Huila,precipitacion,10.6,mm,open-meteo
2024-11-24,Huila,temp_max,25.9,°C,open-meteo
2024-11-24,Huila,temp_min,13.9,°C,open-meteo
2024-11-24,Nariño,precipitacion,1.9,mm,open-meteo
2024-11-24,Nariño,temp_max,21.5,°C,open-meteo
2024-11-24,Nariño,temp_min,14.3,°C,open-meteo
2024-11-24,Quindío,precipitacion,23.2,mm,open-meteo
2024-11-24,Quindío,temp_max,22.0,°C,open-meteo
2024-11-24,Quindío,temp_min,15.4,°C,open-meteo
2024-11-24,Risaralda,precipitacion,2.3,mm,open-meteo
2024-11-24,Risaralda,temp_max,24.0,°C,open-meteo
2024-11-24,Risaralda,temp_min,15.1,°C,open-meteo
2024-11-24,Tolima,precipitacion,26.9,mm,open-meteo
2024-11-24,Tolima,temp_max,21.9,°C,open-meteo
2024-11-24,Tolima,temp_min,15.7,°C,open-meteo
2024-11-25,Antioquia,precipitacion,5.7,mm,open-meteo
2024-11-25,Antioquia,temp_max,29.1,°C,open-meteo
2024-11-25,Antioquia,temp_min,16.8,°C,open-meteo
2024-11-25,COLOMBIA,fx_usd_local,4341.76318359375,COP/USD,yfinance
2024-11-25,COLOMBIA,precio_interno_referencia,2652000.0,COP/carga_125kg,FNC
2024-11-25,Caldas,precipitacion,16.5,mm,open-meteo
2024-11-25,Caldas,temp_max,19.6,°C,open-meteo
2024-11-25,Caldas,temp_min,10.5,°C,open-meteo
2024-11-25,Cauca,precipitacion,5.3,mm,open-meteo
2024-11-25,Cauca,temp_max,21.4,°C,open-meteo
2024-11-25,Cauca,temp_min,14.6,°C,open-meteo
2024-11-25,GLOBAL,precio_cafe_arabica,308.3500061035156,USc/lb,yfinance
2024-11-25,Huila,precipitacion,5.7,mm,open-meteo
2024-11-25,Huila,temp_max,26.1,°C,open-meteo
2024-11-25,Huila,temp_min,13.9,°C,open-meteo
2024-11-25,Nariño,precipitacion,1.4,mm,open-meteo
2024-11-25,Nariño,temp_max,21.0,°C,open-meteo
2024-11-25,Nariño,temp_min,13.5,°C,open-meteo
2024-11-25,Quindío,precipitacion,10.8,mm,open-meteo
2024-11-25,Quindío,temp_max,23.5,°C,open-meteo
2024-11-25,Quindío,temp_min,15.0,°C,open-meteo
2024-11-25,Risaralda,precipitacion,11.0,mm,open-meteo
2024-11-25,Risaralda,temp_max,24.5,°C,open-meteo
2024-11-25,Risaralda,temp_min,16.4,°C,open-meteo
2024-11-25,Tolima,precipitacion,21.8,mm,open-meteo
2024-11-25,Tolima,temp_max,23.8,°C,open-meteo
2024-11-25,Tolima,temp_min,14.7,°C,open-meteo
2024-11-26,Antioquia,precipitacion,6.9,mm,open-meteo
2024-11-26,Antioquia,temp_max,27.4,°C,open-meteo
2024-11-26,Antioquia,temp_min,16.6,°C,open-meteo
2024-11-26,COLOMBIA,fx_usd_local,4383.0,COP/USD,yfinance
2024-11-26,COLOMBIA,precio_interno_referencia,2700000.0,COP/carga_125kg,FNC
2024-11-26,Caldas,precipitacion,19.6,mm,open-meteo
2024-11-26,Caldas,temp_max,17.7,°C,open-meteo
2024-11-26,Caldas,temp_min,9.1,°C,open-meteo
2024-11-26,Cauca,precipitacion,15.1,mm,open-meteo
2024-11-26,Cauca,temp_max,23.3,°C,open-meteo
2024-11-26,Cauca,temp_min,15.0,°C,open-meteo
2024-11-26,GLOBAL,precio_cafe_arabica,312.1499938964844,USc/lb,yfinance
2024-11-26,Huila,precipitacion,4.8,mm,open-meteo
2024-11-26,Huila,temp_max,26.2,°C,open-meteo
2024-11-26,Huila,temp_min,14.7,°C,open-meteo
2024-11-26,Nariño,precipitacion,6.6,mm,open-meteo
2024-11-26,Nariño,temp_max,21.4,°C,open-meteo
2024-11-26,Nariño,temp_min,12.4,°C,open-meteo
2024-11-26,Quindío,precipitacion,14.0,mm,open-meteo
2024-11-26,Quindío,temp_max,21.1,°C,open-meteo
2024-11-26,Quindío,temp_min,14.6,°C,open-meteo
2024-11-26,Risaralda,precipitacion,23.0,mm,open-meteo
2024-11-26,Risaralda,temp_max,23.9,°C,open-meteo
2024-11-26,Risaralda,temp_min,16.1,°C,open-meteo
2024-11-26,Tolima,precipitacion,30.6,mm,open-meteo
2024-11-26,Tolima,temp_max,23.0,°C,open-meteo
2024-11-26,Tolima,temp_min,13.5,°C,open-meteo
2024-11-27,Antioquia,precipitacion,4.4,mm,open-meteo
2024-11-27,Antioquia,temp_max,27.2,°C,open-meteo
2024-11-27,Antioquia,temp_min,17.7,°C,open-meteo
2024-11-27,COLOMBIA,fx_usd_local,4401.25,COP/USD,yfinance
2024-11-27,COLOMBIA,precio_interno_referencia,2785000.0,COP/carga_125kg,FNC
2024-11-27,Caldas,precipitacion,11.1,mm,open-meteo
2024-11-27,Caldas,temp_max,18.0,°C,open-meteo
2024-11-27,Caldas,temp_min,11.6,°C,open-meteo
2024-11-27,Cauca,precipitacion,5.8,mm,open-meteo
2024-11-27,Cauca,temp_max,21.8,°C,open-meteo
2024-11-27,Cauca,temp_min,15.4,°C,open-meteo
2024-11-27,GLOBAL,precio_cafe_arabica,326.1499938964844,USc/lb,yfinance
2024-11-27,Huila,precipitacion,25.9,mm,open-meteo
2024-11-27,Huila,temp_max,26.5,°C,open-meteo
2024-11-27,Huila,temp_min,15.7,°C,open-meteo
2024-11-27,Nariño,precipitacion,3.7,mm,open-meteo
2024-11-27,Nariño,temp_max,21.0,°C,open-meteo
2024-11-27,Nariño,temp_min,15.4,°C,open-meteo
2024-11-27,Quindío,precipitacion,13.1,mm,open-meteo
2024-11-27,Quindío,temp_max,21.6,°C,open-meteo
2024-11-27,Quindío,temp_min,15.5,°C,open-meteo
2024-11-27,Risaralda,precipitacion,7.2,mm,open-meteo
2024-11-27,Risaralda,temp_max,24.4,°C,open-meteo
2024-11-27,Risaralda,temp_min,15.2,°C,open-meteo
2024-11-27,Tolima,precipitacion,27.1,mm,open-meteo
2024-11-27,Tolima,temp_max,22.2,°C,open-meteo
2024-11-27,Tolima,temp_min,12.7,°C,open-meteo
2024-11-28,Antioquia,precipitacion,1.3,mm,open-meteo
2024-11-28,Antioquia,temp_max,28.2,°C,open-meteo
2024-11-28,Antioquia,temp_min,17.6,°C,open-meteo
2024-11-28,COLOMBIA,fx_usd_local,4382.75,COP/USD,yfinance
2024-11-28,COLOMBIA,precio_interno_referencia,2785000.0,COP/carga_125kg,FNC
2024-11-28,Caldas,precipitacion,11.2,mm,open-meteo
2024-11-28,Caldas,temp_max,18.4,°C,open-meteo
2024-11-28,Caldas,temp_min,9.5,°C,open-meteo
2024-11-28,Cauca,precipitacion,1.5,mm,open-meteo
2024-11-28,Cauca,temp_max,22.2,°C,open-meteo
2024-11-28,Cauca,temp_min,14.4,°C,open-meteo
2024-11-28,Huila,precipitacion,11.0,mm,open-meteo
2024-11-28,Huila,temp_max,25.8,°C,open-meteo
2024-11-28,Huila,temp_min,16.2,°C,open-meteo
2024-11-28,Nariño,precipitacion,2.0,mm,open-meteo
2024-11-28,Nariño,temp_max,20.2,°C,open-meteo
2024-11-28,Nariño,temp_min,15.1,°C,open-meteo
2024-11-28,Quindío,precipitacion,13.2,mm,open-meteo
2024-11-28,Quindío,temp_max,22.5,°C,open-meteo
2024-11-28,Quindío,temp_min,15.9,°C,open-meteo
2024-11-28,Risaralda,precipitacion,15.6,mm,open-meteo
2024-11-28,Risaralda,temp_max,24.6,°C,open-meteo
2024-11-28,Risaralda,temp_min,15.4,°C,open-meteo
2024-11-28,Tolima,precipitacion,27.8,mm,open-meteo
2024-11-28,Tolima,temp_max,22.3,°C,open-meteo
2024-11-28,Tolima,temp_min,13.6,°C,open-meteo
2024-11-29,Antioquia,precipitacion,4.0,mm,open-meteo
2024-11-29,Antioquia,temp_max,27.8,°C,open-meteo
2024-11-29,Antioquia,temp_min,17.1,°C,open-meteo
2024-11-29,COLOMBIA,fx_usd_local,4416.4599609375,COP/USD,yfinance
2024-11-29,COLOMBIA,precio_interno_referencia,2773000.0,COP/carga_125kg,FNC
2024-11-29,Caldas,precipitacion,28.3,mm,open-meteo
2024-11-29,Caldas,temp_max,18.4,°C,open-meteo
2024-11-29,Caldas,temp_min,10.0,°C,open-meteo
2024-11-29,Cauca,precipitacion,5.8,mm,open-meteo
2024-11-29,Cauca,temp_max,21.2,°C,open-meteo
2024-11-29,Cauca,temp_min,14.2,°C,open-meteo
2024-11-29,GLOBAL,precio_cafe_arabica,321.6499938964844,USc/lb,yfinance
2024-11-29,Huila,precipitacion,7.5,mm,open-meteo
2024-11-29,Huila,temp_max,24.1,°C,open-meteo
2024-11-29,Huila,temp_min,15.2,°C,open-meteo
2024-11-29,Nariño,precipitacion,0.9,mm,open-meteo
2024-11-29,Nariño,temp_max,19.3,°C,open-meteo
2024-11-29,Nariño,temp_min,14.5,°C,open-meteo
2024-11-29,Quindío,precipitacion,31.0,mm,open-meteo
2024-11-29,Quindío,temp_max,22.6,°C,open-meteo
2024-11-29,Quindío,temp_min,14.9,°C,open-meteo
2024-11-29,Risaralda,precipitacion,23.3,mm,open-meteo
2024-11-29,Risaralda,temp_max,24.0,°C,open-meteo
2024-11-29,Risaralda,temp_min,16.3,°C,open-meteo
2024-11-29,Tolima,precipitacion,24.5,mm,open-meteo
2024-11-29,Tolima,temp_max,22.4,°C,open-meteo
2024-11-29,Tolima,temp_min,14.2,°C,open-meteo
2024-11-30,Antioquia,precipitacion,0.1,mm,open-meteo
2024-11-30,Antioquia,temp_max,30.3,°C,open-meteo
2024-11-30,Antioquia,temp_min,16.7,°C,open-meteo
2024-11-30,COLOMBIA,precio_interno_referencia,2773000.0,COP/carga_125kg,FNC
2024-11-30,Caldas,precipitacion,10.0,mm,open-meteo
2024-11-30,Caldas,temp_max,20.2,°C,open-meteo
2024-11-30,Caldas,temp_min,9.4,°C,open-meteo
2024-11-30,Cauca,precipitacion,0.8,mm,open-meteo
2024-11-30,Cauca,temp_max,25.7,°C,open-meteo
2024-11-30,Cauca,temp_min,14.6,°C,open-meteo
2024-11-30,Huila,precipitacion,2.1,mm,open-meteo
2024-11-30,Huila,temp_max,26.4,°C,open-meteo
2024-11-30,Huila,temp_min,13.6,°C,open-meteo
2024-11-30,Nariño,precipitacion,0.4,mm,open-meteo
2024-11-30,Nariño,temp_max,23.7,°C,open-meteo
2024-11-30,Nariño,temp_min,12.8,°C,open-meteo
2024-11-30,Quindío,precipitacion,19.4,mm,open-meteo
2024-11-30,Quindío,temp_max,24.1,°C,open-meteo
2024-11-30,Quindío,temp_min,14.4,°C,open-meteo
2024-11-30,Risaralda,precipitacion,2.4,mm,open-meteo
2024-11-30,Risaralda,temp_max,25.5,°C,open-meteo
2024-11-30,Risaralda,temp_min,15.1,°C,open-meteo
2024-11-30,Tolima,precipitacion,4.7,mm,open-meteo
2024-11-30,Tolima,temp_max,24.8,°C,open-meteo
2024-11-30,Tolima,temp_min,13.4,°C,open-meteo
2024-12-01,Antioquia,precipitacion,1.8,mm,open-meteo
2024-12-01,Antioquia,temp_max,28.9,°C,open-meteo
2024-12-01,Antioquia,temp_min,17.6,°C,open-meteo
2024-12-01,COLOMBIA,precio_interno_referencia,2773000.0,COP/carga_125kg,FNC
2024-12-01,Caldas,precipitacion,10.8,mm,open-meteo
2024-12-01,Caldas,temp_max,20.6,°C,open-meteo
2024-12-01,Caldas,temp_min,9.9,°C,open-meteo
2024-12-01,Cauca,precipitacion,3.2,mm,open-meteo
2024-12-01,Cauca,temp_max,23.4,°C,open-meteo
2024-12-01,Cauca,temp_min,14.3,°C,open-meteo
2024-12-01,Huila,precipitacion,9.2,mm,open-meteo
2024-12-01,Huila,temp_max,25.5,°C,open-meteo
2024-12-01,Huila,temp_min,12.6,°C,open-meteo
2024-12-01,Nariño,precipitacion,2.5,mm,open-meteo
2024-12-01,Nariño,temp_max,22.2,°C,open-meteo
2024-12-01,Nariño,temp_min,11.8,°C,open-meteo
2024-12-01,Quindío,precipitacion,20.2,mm,open-meteo
2024-12-01,Quindío,temp_max,22.9,°C,open-meteo
2024-12-01,Quindío,temp_min,14.4,°C,open-meteo
2024-12-01,Risaralda,precipitacion,10.9,mm,open-meteo
2024-12-01,Risaralda,temp_max,25.2,°C,open-meteo
2024-12-01,Risaralda,temp_min,15.4,°C,open-meteo
2024-12-01,Tolima,precipitacion,25.8,mm,open-meteo
2024-12-01,Tolima,temp_max,24.4,°C,open-meteo
2024-12-01,Tolima,temp_min,13.6,°C,open-meteo
2024-12-02,Antioquia,precipitacion,6.5,mm,open-meteo
2024-12-02,Antioquia,temp_max,28.8,°C,open-meteo
2024-12-02,Antioquia,temp_min,16.5,°C,open-meteo
2024-12-02,COLOMBIA,fx_usd_local,4327.994140625,COP/USD,yfinance
2024-12-02,COLOMBIA,precio_interno_referencia,2585000.0,COP/carga_125kg,FNC
2024-12-02,Caldas,precipitacion,25.3,mm,open-meteo
2024-12-02,Caldas,temp_max,17.8,°C,open-meteo
2024-12-02,Caldas,temp_min,10.1,°C,open-meteo
2024-12-02,Cauca,precipitacion,6.8,mm,open-meteo
2024-12-02,Cauca,temp_max,22.5,°C,open-meteo
2024-12-02,Cauca,temp_min,15.1,°C,open-meteo
2024-12-02,GLOBAL,precio_cafe_arabica,299.20001220703125,USc/lb,yfinance
2024-12-02,Huila,precipitacion,16.3,mm,open-meteo
2024-12-02,Huila,temp_max,27.0,°C,open-meteo
2024-12-02,Huila,temp_min,14.6,°C,open-meteo
2024-12-02,Nariño,precipitacion,8.7,mm,open-meteo
2024-12-02,Nariño,temp_max,21.0,°C,open-meteo
2024-12-02,Nariño,temp_min,12.4,°C,open-meteo
2024-12-02,Quindío,precipitacion,25.4,mm,open-meteo
2024-12-02,Quindío,temp_max,21.6,°C,open-meteo
2024-12-02,Quindío,temp_min,15.2,°C,open-meteo
2024-12-02,Risaralda,precipitacion,9.2,mm,open-meteo
2024-12-02,Risaralda,temp_max,23.2,°C,open-meteo
2024-12-02,Risaralda,temp_min,15.5,°C,open-meteo
2024-12-02,Tolima,precipitacion,29.8,mm,open-meteo
2024-12-02,Tolima,temp_max,23.6,°C,open-meteo
2024-12-02,Tolima,temp_min,13.8,°C,open-meteo
2024-12-03,Antioquia,precipitacion,13.3,mm,open-meteo
2024-12-03,Antioquia,temp_max,28.9,°C,open-meteo
2024-12-03,Antioquia,temp_min,17.5,°C,open-meteo
2024-12-03,COLOMBIA,fx_usd_local,4457.75,COP/USD,yfinance
2024-12-03,COLOMBIA,precio_interno_referencia,2568000.0,COP/carga_125kg,FNC
2024-12-03,Caldas,precipitacion,11.8,mm,open-meteo
2024-12-03,Caldas,temp_max,18.9,°C,open-meteo
2024-12-03,Caldas,temp_min,10.8,°C,open-meteo
2024-12-03,Cauca,precipitacion,4.5,mm,open-meteo
2024-12-03,Cauca,temp_max,21.8,°C,open-meteo
2024-12-03,Cauca,temp_min,15.5,°C,open-meteo
2024-12-03,GLOBAL,precio_cafe_arabica,297.70001220703125,USc/lb,yfinance
2024-12-03,Huila,precipitacion,2.3,mm,open-meteo
2024-12-03,Huila,temp_max,27.3,°C,open-meteo
2024-12-03,Huila,temp_min,15.2,°C,open-meteo
2024-12-03,Nariño,precipitacion,12.0,mm,open-meteo
2024-12-03,Nariño,temp_max,20.8,°C,open-meteo
2024-12-03,Nariño,temp_min,15.9,°C,open-meteo
2024-12-03,Quindío,precipitacion,12.9,mm,open-meteo
2024-12-03,Quindío,temp_max,21.1,°C,open-meteo
2024-12-03,Quindío,temp_min,14.8,°C,open-meteo
2024-12-03,Risaralda,precipitacion,19.6,mm,open-meteo
2024-12-03,Risaralda,temp_max,23.9,°C,open-meteo
2024-12-03,Risaralda,temp_min,15.6,°C,open-meteo
2024-12-03,Tolima,precipitacion,22.1,mm,open-meteo
2024-12-03,Tolima,temp_max,22.8,°C,open-meteo
2024-12-03,Tolima,temp_min,14.0,°C,open-meteo
2024-12-04,Antioquia,precipitacion,6.2,mm,open-meteo
2024-12-04,Antioquia,temp_max,28.7,°C,open-meteo
2024-12-04,Antioquia,temp_min,17.3,°C,open-meteo
2024-12-04,COLOMBIA,fx_usd_local,4435.5,COP/USD,yfinance
2024-12-04,COLOMBIA,precio_interno_referencia,2626000.0,COP/carga_125kg,FNC
2024-12-04,Caldas,precipitacion,11.2,mm,open-meteo
2024-12-04,Caldas,temp_max,20.1,°C,open-meteo
2024-12-04,Caldas,temp_min,10.4,°C,open-meteo
2024-12-04,Cauca,precipitacion,9.6,mm,open-meteo
2024-12-04,Cauca,temp_max,22.7,°C,open-meteo
2024-12-04,Cauca,temp_min,14.5,°C,open-meteo
2024-12-04,GLOBAL,precio_cafe_arabica,305.95001220703125,USc/lb,yfinance
2024-12-04,Huila,precipitacion,6.9,mm,open-meteo
2024-12-04,Huila,temp_max,26.5,°C,open-meteo
2024-12-04,Huila,temp_min,16.1,°C,open-meteo
2024-12-04,Nariño,precipitacion,4.7,mm,open-meteo
2024-12-04,Nariño,temp_max,21.2,°C,open-meteo
2024-12-04,Nariño,temp_min,14.8,°C,open-meteo
2024-12-04,Quindío,precipitacion,32.5,mm,open-meteo
2024-12-04,Quindío,temp_max,22.9,°C,open-meteo
2024-12-04,Quindío,temp_min,15.9,°C,open-meteo
2024-12-04,Risaralda,precipitacion,20.1,mm,open-meteo
2024-12-04,Risaralda,temp_max,24.4,°C,open-meteo
2024-12-04,Risaralda,temp_min,15.8,°C,open-meteo
2024-12-04,Tolima,precipitacion,24.4,mm,open-meteo
2024-12-04,Tolima,temp_max,23.1,°C,open-meteo
2024-12-04,Tolima,temp_min,13.4,°C,open-meteo
2024-12-05,Antioquia,precipitacion,4.7,mm,open-meteo
2024-12-05,Antioquia,temp_max,28.0,°C,open-meteo
2024-12-05,Antioquia,temp_min,17.0,°C,open-meteo
2024-12-05,COLOMBIA,fx_usd_local,4425.75,COP/USD,yfinance
2024-12-05,COLOMBIA,precio_interno_referencia,2715000.0,COP/carga_125kg,FNC
2024-12-05,Caldas,precipitacion,8.4,mm,open-meteo
2024-12-05,Caldas,temp_max,19.8,°C,open-meteo
2024-12-05,Caldas,temp_min,11.1,°C,open-meteo
2024-12-05,Cauca,precipitacion,22.3,mm,open-meteo
2024-12-05,Cauca,temp_max,23.2,°C,open-meteo
2024-12-05,Cauca,temp_min,14.9,°C,open-meteo
2024-12-05,GLOBAL,precio_cafe_arabica,315.75,USc/lb,yfinance
2024-12-05,Huila,precipitacion,8.7,mm,open-meteo
2024-12-05,Huila,temp_max,26.5,°C,open-meteo
2024-12-05,Huila,temp_min,14.6,°C,open-meteo
2024-12-05,Nariño,precipitacion,16.4,mm,open-meteo
2024-12-05,Nariño,temp_max,21.8,°C,open-meteo
2024-12-05,Nariño,temp_min,15.1,°C,open-meteo
2024-12-05,Quindío,precipitacion,34.4,mm,open-meteo
2024-12-05,Quindío,temp_max,22.5,°C,open-meteo
2024-12-05,Quindío,temp_min,16.0,°C,open-meteo
2024-12-05,Risaralda,precipitacion,23.2,mm,open-meteo
2024-12-05,Risaralda,temp_max,23.2,°C,open-meteo
2024-12-05,Risaralda,temp_min,16.4,°C,open-meteo
2024-12-05,Tolima,precipitacion,23.8,mm,open-meteo
2024-12-05,Tolima,temp_max,22.7,°C,open-meteo
2024-12-05,Tolima,temp_min,13.4,°C,open-meteo
2024-12-06,Antioquia,precipitacion,1.4,mm,open-meteo
2024-12-06,Antioquia,temp_max,28.1,°C,open-meteo
2024-12-06,Antioquia,temp_min,18.3,°C,open-meteo
2024-12-06,COLOMBIA,fx_usd_local,4413.669921875,COP/USD,yfinance
2024-12-06,COLOMBIA,precio_interno_referencia,2860000.0,COP/carga_125kg,FNC
2024-12-06,Caldas,precipitacion,5.5,mm,open-meteo
2024-12-06,Caldas,temp_max,18.1,°C,open-meteo
2024-12-06,Caldas,temp_min,12.2,°C,open-meteo
2024-12-06,Cauca,precipitacion,21.7,mm,open-meteo
2024-12-06,Cauca,temp_max,22.1,°C,open-meteo
2024-12-06,Cauca,temp_min,15.6,°C,open-meteo
2024-12-06,GLOBAL,precio_cafe_arabica,332.5,USc/lb,yfinance
2024-12-06,Huila,precipitacion,7.3,mm,open-meteo
2024-12-06,Huila,temp_max,24.9,°C,open-meteo
2024-12-06,Huila,temp_min,15.6,°C,open-meteo
2024-12-06,Nariño,precipitacion,33.4,mm,open-meteo
2024-12-06,Nariño,temp_max,21.6,°C,open-meteo
2024-12-06,Nariño,temp_min,15.4,°C,open-meteo
2024-12-06,Quindío,precipitacion,19.7,mm,open-meteo
2024-12-06,Quindío,temp_max,21.5,°C,open-meteo
2024-12-06,Quindío,temp_min,15.5,°C,open-meteo
2024-12-06,Risaralda,precipitacion,18.1,mm,open-meteo
2024-12-06,Risaralda,temp_max,22.6,°C,open-meteo
2024-12-06,Risaralda,temp_min,15.6,°C,open-meteo
2024-12-06,Tolima,precipitacion,5.8,mm,open-meteo
2024-12-06,Tolima,temp_max,21.9,°C,open-meteo
2024-12-06,Tolima,temp_min,15.4,°C,open-meteo
2024-12-07,Antioquia,precipitacion,1.0,mm,open-meteo
2024-12-07,Antioquia,temp_max,27.9,°C,open-meteo
2024-12-07,Antioquia,temp_min,18.1,°C,open-meteo
2024-12-07,COLOMBIA,precio_interno_referencia,2860000.0,COP/carga_125kg,FNC
2024-12-07,Caldas,precipitacion,15.3,mm,open-meteo
2024-12-07,Caldas,temp_max,19.5,°C,open-meteo
2024-12-07,Caldas,temp_min,12.3,°C,open-meteo
2024-12-07,Cauca,precipitacion,17.7,mm,open-meteo
2024-12-07,Cauca,temp_max,22.2,°C,open-meteo
