fecha,geografia,variable,valor,unidad,fuente
2023-03-09,Nariño,precipitacion,70.4,mm,open-meteo
2023-03-09,Nariño,temp_max,18.4,°C,open-meteo
2023-03-09,Nariño,temp_min,14.8,°C,open-meteo
2023-03-09,Quindío,precipitacion,16.6,mm,open-meteo
2023-03-09,Quindío,temp_max,19.1,°C,open-meteo
2023-03-09,Quindío,temp_min,15.7,°C,open-meteo
2023-03-09,Risaralda,precipitacion,22.9,mm,open-meteo
2023-03-09,Risaralda,temp_max,18.6,°C,open-meteo
2023-03-09,Risaralda,temp_min,16.0,°C,open-meteo
2023-03-09,Tolima,precipitacion,57.3,mm,open-meteo
2023-03-09,Tolima,temp_max,18.5,°C,open-meteo
2023-03-09,Tolima,temp_min,15.6,°C,open-meteo
2023-03-10,Antioquia,precipitacion,23.2,mm,open-meteo
2023-03-10,Antioquia,temp_max,26.0,°C,open-meteo
2023-03-10,Antioquia,temp_min,15.8,°C,open-meteo
2023-03-10,COLOMBIA,fx_usd_local,4745.759765625,COP/USD,yfinance
2023-03-10,COLOMBIA,precio_interno_referencia,1980000.0,COP/carga_125kg,FNC
2023-03-10,Caldas,precipitacion,17.3,mm,open-meteo
2023-03-10,Caldas,temp_max,18.6,°C,open-meteo
2023-03-10,Caldas,temp_min,10.7,°C,open-meteo
2023-03-10,Cauca,precipitacion,9.3,mm,open-meteo
2023-03-10,Cauca,temp_max,22.2,°C,open-meteo
2023-03-10,Cauca,temp_min,14.5,°C,open-meteo
2023-03-10,GLOBAL,precio_cafe_arabica,182.25,USc/lb,yfinance
2023-03-10,Huila,precipitacion,3.1,mm,open-meteo
2023-03-10,Huila,temp_max,24.1,°C,open-meteo
2023-03-10,Huila,temp_min,15.4,°C,open-meteo
2023-03-10,Nariño,precipitacion,11.0,mm,open-meteo
2023-03-10,Nariño,temp_max,20.7,°C,open-meteo
2023-03-10,Nariño,temp_min,13.2,°C,open-meteo
2023-03-10,Quindío,precipitacion,18.3,mm,open-meteo
2023-03-10,Quindío,temp_max,23.5,°C,open-meteo
2023-03-10,Quindío,temp_min,14.4,°C,open-meteo
2023-03-10,Risaralda,precipitacion,19.6,mm,open-meteo
2023-03-10,Risaralda,temp_max,24.1,°C,open-meteo
2023-03-10,Risaralda,temp_min,15.9,°C,open-meteo
2023-03-10,Tolima,precipitacion,4.7,mm,open-meteo
2023-03-10,Tolima,temp_max,21.6,°C,open-meteo
2023-03-10,Tolima,temp_min,14.4,°C,open-meteo
2023-03-11,Antioquia,precipitacion,29.1,mm,open-meteo
2023-03-11,Antioquia,temp_max,20.5,°C,open-meteo
2023-03-11,Antioquia,temp_min,17.4,°C,open-meteo
2023-03-11,COLOMBIA,precio_interno_referencia,1980000.0,COP/carga_125kg,FNC
2023-03-11,Caldas,precipitacion,16.3,mm,open-meteo
2023-03-11,Caldas,temp_max,14.5,°C,open-meteo
2023-03-11,Caldas,temp_min,11.8,°C,open-meteo
2023-03-11,Cauca,precipitacion,36.6,mm,open-meteo
2023-03-11,Cauca,temp_max,17.7,°C,open-meteo
2023-03-11,Cauca,temp_min,15.0,°C,open-meteo
2023-03-11,Huila,precipitacion,29.6,mm,open-meteo
2023-03-11,Huila,temp_max,17.9,°C,open-meteo
2023-03-11,Huila,temp_min,15.3,°C,open-meteo
2023-03-11,Nariño,precipitacion,70.1,mm,open-meteo
2023-03-11,Nariño,temp_max,17.0,°C,open-meteo
2023-03-11,Nariño,temp_min,13.8,°C,open-meteo
2023-03-11,Quindío,precipitacion,26.7,mm,open-meteo
2023-03-11,Quindío,temp_max,18.8,°C,open-meteo
2023-03-11,Quindío,temp_min,15.4,°C,open-meteo
2023-03-11,Risaralda,precipitacion,35.5,mm,open-meteo
2023-03-11,Risaralda,temp_max,19.3,°C,open-meteo
2023-03-11,Risaralda,temp_min,15.8,°C,open-meteo
2023-03-11,Tolima,precipitacion,10.3,mm,open-meteo
2023-03-11,Tolima,temp_max,17.3,°C,open-meteo
2023-03-11,Tolima,temp_min,14.8,°C,open-meteo
2023-03-12,Antioquia,precipitacion,12.4,mm,open-meteo
2023-03-12,Antioquia,temp_max,25.1,°C,open-meteo
2023-03-12,Antioquia,temp_min,15.3,°C,open-meteo
2023-03-12,COLOMBIA,precio_interno_referencia,1980000.0,COP/carga_125kg,FNC
2023-03-12,Caldas,precipitacion,7.7,mm,open-meteo
2023-03-12,Caldas,temp_max,18.0,°C,open-meteo
2023-03-12,Caldas,temp_min,12.1,°C,open-meteo
2023-03-12,Cauca,precipitacion,2.8,mm,open-meteo
2023-03-12,Cauca,temp_max,21.0,°C,open-meteo
2023-03-12,Cauca,temp_min,13.9,°C,open-meteo
2023-03-12,Huila,precipitacion,6.4,mm,open-meteo
2023-03-12,Huila,temp_max,21.4,°C,open-meteo
2023-03-12,Huila,temp_min,14.2,°C,open-meteo
2023-03-12,Nariño,precipitacion,8.3,mm,open-meteo
2023-03-12,Nariño,temp_max,20.4,°C,open-meteo
2023-03-12,Nariño,temp_min,13.1,°C,open-meteo
2023-03-12,Quindío,precipitacion,20.3,mm,open-meteo
2023-03-12,Quindío,temp_max,21.8,°C,open-meteo
2023-03-12,Quindío,temp_min,15.1,°C,open-meteo
2023-03-12,Risaralda,precipitacion,16.8,mm,open-meteo
2023-03-12,Risaralda,temp_max,23.8,°C,open-meteo
2023-03-12,Risaralda,temp_min,15.4,°C,open-meteo
2023-03-12,Tolima,precipitacion,20.2,mm,open-meteo
2023-03-12,Tolima,temp_max,19.2,°C,open-meteo
2023-03-12,Tolima,temp_min,14.1,°C,open-meteo
2023-03-13,Antioquia,precipitacion,11.9,mm,open-meteo
2023-03-13,Antioquia,temp_max,23.4,°C,open-meteo
2023-03-13,Antioquia,temp_min,17.0,°C,open-meteo
2023-03-13,COLOMBIA,fx_usd_local,4675.8447265625,COP/USD,yfinance
2023-03-13,COLOMBIA,precio_interno_referencia,2018000.0,COP/carga_125kg,FNC
2023-03-13,Caldas,precipitacion,22.9,mm,open-meteo
2023-03-13,Caldas,temp_max,16.8,°C,open-meteo
2023-03-13,Caldas,temp_min,11.5,°C,open-meteo
2023-03-13,Cauca,precipitacion,2.4,mm,open-meteo
2023-03-13,Cauca,temp_max,20.9,°C,open-meteo
2023-03-13,Cauca,temp_min,14.3,°C,open-meteo
2023-03-13,GLOBAL,precio_cafe_arabica,183.1999969482422,USc/lb,yfinance
2023-03-13,Huila,precipitacion,1.4,mm,open-meteo
2023-03-13,Huila,temp_max,24.6,°C,open-meteo
2023-03-13,Huila,temp_min,15.5,°C,open-meteo
2023-03-13,Nariño,precipitacion,14.3,mm,open-meteo
2023-03-13,Nariño,temp_max,19.5,°C,open-meteo
2023-03-13,Nariño,temp_min,14.6,°C,open-meteo
2023-03-13,Quindío,precipitacion,11.0,mm,open-meteo
2023-03-13,Quindío,temp_max,21.7,°C,open-meteo
2023-03-13,Quindío,temp_min,15.1,°C,open-meteo
2023-03-13,Risaralda,precipitacion,15.8,mm,open-meteo
2023-03-13,Risaralda,temp_max,23.5,°C,open-meteo
2023-03-13,Risaralda,temp_min,15.6,°C,open-meteo
2023-03-13,Tolima,precipitacion,43.7,mm,open-meteo
2023-03-13,Tolima,temp_max,19.9,°C,open-meteo
2023-03-13,Tolima,temp_min,14.3,°C,open-meteo
2023-03-14,Antioquia,precipitacion,10.1,mm,open-meteo
2023-03-14,Antioquia,temp_max,25.2,°C,open-meteo
2023-03-14,Antioquia,temp_min,16.0,°C,open-meteo
2023-03-14,COLOMBIA,fx_usd_local,4763.75,COP/USD,yfinance
2023-03-14,COLOMBIA,precio_interno_referencia,1968000.0,COP/carga_125kg,FNC
2023-03-14,Caldas,precipitacion,14.7,mm,open-meteo
2023-03-14,Caldas,temp_max,17.0,°C,open-meteo
2023-03-14,Caldas,temp_min,10.7,°C,open-meteo
2023-03-14,Cauca,precipitacion,8.4,mm,open-meteo
2023-03-14,Cauca,temp_max,20.6,°C,open-meteo
2023-03-14,Cauca,temp_min,14.9,°C,open-meteo
2023-03-14,GLOBAL,precio_cafe_arabica,180.89999389648438,USc/lb,yfinance
2023-03-14,Huila,precipitacion,5.2,mm,open-meteo
2023-03-14,Huila,temp_max,24.0,°C,open-meteo
2023-03-14,Huila,temp_min,15.6,°C,open-meteo
2023-03-14,Nariño,precipitacion,17.9,mm,open-meteo
2023-03-14,Nariño,temp_max,19.8,°C,open-meteo
2023-03-14,Nariño,temp_min,13.7,°C,open-meteo
2023-03-14,Quindío,precipitacion,25.5,mm,open-meteo
2023-03-14,Quindío,temp_max,20.8,°C,open-meteo
2023-03-14,Quindío,temp_min,15.6,°C,open-meteo
2023-03-14,Risaralda,precipitacion,14.5,mm,open-meteo
2023-03-14,Risaralda,temp_max,22.5,°C,open-meteo
2023-03-14,Risaralda,temp_min,15.8,°C,open-meteo
2023-03-14,Tolima,precipitacion,38.1,mm,open-meteo
2023-03-14,Tolima,temp_max,21.0,°C,open-meteo
2023-03-14,Tolima,temp_min,13.0,°C,open-meteo
2023-03-15,Antioquia,precipitacion,20.8,mm,open-meteo
2023-03-15,Antioquia,temp_max,22.6,°C,open-meteo
2023-03-15,Antioquia,temp_min,15.8,°C,open-meteo
2023-03-15,COLOMBIA,fx_usd_local,4742.85009765625,COP/USD,yfinance
2023-03-15,COLOMBIA,precio_interno_referencia,2000000.0,COP/carga_125kg,FNC
2023-03-15,Caldas,precipitacion,8.1,mm,open-meteo
2023-03-15,Caldas,temp_max,15.8,°C,open-meteo
2023-03-15,Caldas,temp_min,11.4,°C,open-meteo
2023-03-15,Cauca,precipitacion,7.8,mm,open-meteo
2023-03-15,Cauca,temp_max,20.5,°C,open-meteo
2023-03-15,Cauca,temp_min,14.6,°C,open-meteo
2023-03-15,GLOBAL,precio_cafe_arabica,178.0500030517578,USc/lb,yfinance
2023-03-15,Huila,precipitacion,6.7,mm,open-meteo
2023-03-15,Huila,temp_max,21.8,°C,open-meteo
2023-03-15,Huila,temp_min,15.4,°C,open-meteo
2023-03-15,Nariño,precipitacion,12.0,mm,open-meteo
2023-03-15,Nariño,temp_max,19.9,°C,open-meteo
2023-03-15,Nariño,temp_min,14.2,°C,open-meteo
2023-03-15,Quindío,precipitacion,9.4,mm,open-meteo
2023-03-15,Quindío,temp_max,20.5,°C,open-meteo
2023-03-15,Quindío,temp_min,15.1,°C,open-meteo
2023-03-15,Risaralda,precipitacion,20.5,mm,open-meteo
2023-03-15,Risaralda,temp_max,20.6,°C,open-meteo
2023-03-15,Risaralda,temp_min,15.1,°C,open-meteo
2023-03-15,Tolima,precipitacion,17.0,mm,open-meteo
2023-03-15,Tolima,temp_max,19.9,°C,open-meteo
2023-03-15,Tolima,temp_min,13.2,°C,open-meteo
2023-03-16,Antioquia,precipitacion,4.2,mm,open-meteo
2023-03-16,Antioquia,temp_max,23.2,°C,open-meteo
2023-03-16,Antioquia,temp_min,14.4,°C,open-meteo
2023-03-16,COLOMBIA,fx_usd_local,4847.0,COP/USD,yfinance
2023-03-16,COLOMBIA,precio_interno_referencia,2050000.0,COP/carga_125kg,FNC
2023-03-16,Caldas,precipitacion,2.2,mm,open-meteo
2023-03-16,Caldas,temp_max,17.6,°C,open-meteo
2023-03-16,Caldas,temp_min,10.4,°C,open-meteo
2023-03-16,Cauca,precipitacion,4.9,mm,open-meteo
2023-03-16,Cauca,temp_max,20.5,°C,open-meteo
2023-03-16,Cauca,temp_min,14.1,°C,open-meteo
2023-03-16,GLOBAL,precio_cafe_arabica,185.5,USc/lb,yfinance
2023-03-16,Huila,precipitacion,2.1,mm,open-meteo
2023-03-16,Huila,temp_max,22.8,°C,open-meteo
2023-03-16,Huila,temp_min,15.2,°C,open-meteo
2023-03-16,Nariño,precipitacion,5.5,mm,open-meteo
2023-03-16,Nariño,temp_max,21.0,°C,open-meteo
2023-03-16,Nariño,temp_min,13.2,°C,open-meteo
2023-03-16,Quindío,precipitacion,11.2,mm,open-meteo
2023-03-16,Quindío,temp_max,22.1,°C,open-meteo
2023-03-16,Quindío,temp_min,13.9,°C,open-meteo
2023-03-16,Risaralda,precipitacion,4.3,mm,open-meteo
2023-03-16,Risaralda,temp_max,22.3,°C,open-meteo
2023-03-16,Risaralda,temp_min,13.8,°C,open-meteo
2023-03-16,Tolima,precipitacion,9.1,mm,open-meteo
2023-03-16,Tolima,temp_max,20.7,°C,open-meteo
2023-03-16,Tolima,temp_min,14.4,°C,open-meteo
2023-03-17,Antioquia,precipitacion,1.2,mm,open-meteo
2023-03-17,Antioquia,temp_max,22.7,°C,open-meteo
2023-03-17,Antioquia,temp_min,16.8,°C,open-meteo
2023-03-17,COLOMBIA,fx_usd_local,4849.25,COP/USD,yfinance
2023-03-17,COLOMBIA,precio_interno_referencia,2020000.0,COP/carga_125kg,FNC
2023-03-17,Caldas,precipitacion,7.3,mm,open-meteo
2023-03-17,Caldas,temp_max,17.2,°C,open-meteo
2023-03-17,Caldas,temp_min,10.6,°C,open-meteo
2023-03-17,Cauca,precipitacion,2.6,mm,open-meteo
2023-03-17,Cauca,temp_max,21.6,°C,open-meteo
2023-03-17,Cauca,temp_min,11.0,°C,open-meteo
2023-03-17,GLOBAL,precio_cafe_arabica,183.0,USc/lb,yfinance
2023-03-17,Huila,precipitacion,2.9,mm,open-meteo
2023-03-17,Huila,temp_max,24.2,°C,open-meteo
2023-03-17,Huila,temp_min,15.9,°C,open-meteo
2023-03-17,Nariño,precipitacion,10.5,mm,open-meteo
2023-03-17,Nariño,temp_max,21.5,°C,open-meteo
2023-03-17,Nariño,temp_min,11.2,°C,open-meteo
2023-03-17,Quindío,precipitacion,8.9,mm,open-meteo
2023-03-17,Quindío,temp_max,22.2,°C,open-meteo
2023-03-17,Quindío,temp_min,14.9,°C,open-meteo
2023-03-17,Risaralda,precipitacion,15.9,mm,open-meteo
2023-03-17,Risaralda,temp_max,23.0,°C,open-meteo
2023-03-17,Risaralda,temp_min,14.3,°C,open-meteo
2023-03-17,Tolima,precipitacion,10.1,mm,open-meteo
2023-03-17,Tolima,temp_max,21.4,°C,open-meteo
2023-03-17,Tolima,temp_min,14.2,°C,open-meteo
2023-03-18,Antioquia,precipitacion,12.4,mm,open-meteo
2023-03-18,Antioquia,temp_max,23.2,°C,open-meteo
2023-03-18,Antioquia,temp_min,14.6,°C,open-meteo
2023-03-18,COLOMBIA,precio_interno_referencia,2020000.0,COP/carga_125kg,FNC
2023-03-18,Caldas,precipitacion,24.5,mm,open-meteo
2023-03-18,Caldas,temp_max,16.6,°C,open-meteo
2023-03-18,Caldas,temp_min,9.8,°C,open-meteo
2023-03-18,Cauca,precipitacion,18.6,mm,open-meteo
2023-03-18,Cauca,temp_max,20.7,°C,open-meteo
2023-03-18,Cauca,temp_min,13.9,°C,open-meteo
2023-03-18,Huila,precipitacion,8.0,mm,open-meteo
2023-03-18,Huila,temp_max,24.8,°C,open-meteo
2023-03-18,Huila,temp_min,15.3,°C,open-meteo
2023-03-18,Nariño,precipitacion,16.2,mm,open-meteo
2023-03-18,Nariño,temp_max,20.9,°C,open-meteo
2023-03-18,Nariño,temp_min,13.4,°C,open-meteo
2023-03-18,Quindío,precipitacion,20.9,mm,open-meteo
2023-03-18,Quindío,temp_max,21.8,°C,open-meteo
2023-03-18,Quindío,temp_min,14.3,°C,open-meteo
2023-03-18,Risaralda,precipitacion,14.7,mm,open-meteo
2023-03-18,Risaralda,temp_max,23.0,°C,open-meteo
2023-03-18,Risaralda,temp_min,14.1,°C,open-meteo
2023-03-18,Tolima,precipitacion,11.6,mm,open-meteo
2023-03-18,Tolima,temp_max,21.1,°C,open-meteo
2023-03-18,Tolima,temp_min,13.0,°C,open-meteo
2023-03-19,Antioquia,precipitacion,3.8,mm,open-meteo
2023-03-19,Antioquia,temp_max,25.9,°C,open-meteo
2023-03-19,Antioquia,temp_min,14.1,°C,open-meteo
2023-03-19,COLOMBIA,precio_interno_referencia,2020000.0,COP/carga_125kg,FNC
2023-03-19,Caldas,precipitacion,5.8,mm,open-meteo
2023-03-19,Caldas,temp_max,19.0,°C,open-meteo
2023-03-19,Caldas,temp_min,10.7,°C,open-meteo
2023-03-19,Cauca,precipitacion,12.8,mm,open-meteo
2023-03-19,Cauca,temp_max,23.1,°C,open-meteo
2023-03-19,Cauca,temp_min,12.8,°C,open-meteo
2023-03-19,Huila,precipitacion,0.9,mm,open-meteo
2023-03-19,Huila,temp_max,24.4,°C,open-meteo
2023-03-19,Huila,temp_min,15.3,°C,open-meteo
2023-03-19,Nariño,precipitacion,11.0,mm,open-meteo
2023-03-19,Nariño,temp_max,21.2,°C,open-meteo
2023-03-19,Nariño,temp_min,11.6,°C,open-meteo
2023-03-19,Quindío,precipitacion,13.8,mm,open-meteo
2023-03-19,Quindío,temp_max,23.5,°C,open-meteo
2023-03-19,Quindío,temp_min,14.9,°C,open-meteo
2023-03-19,Risaralda,precipitacion,16.3,mm,open-meteo
2023-03-19,Risaralda,temp_max,23.4,°C,open-meteo
2023-03-19,Risaralda,temp_min,14.1,°C,open-meteo
2023-03-19,Tolima,precipitacion,12.0,mm,open-meteo
2023-03-19,Tolima,temp_max,21.8,°C,open-meteo
2023-03-19,Tolima,temp_min,13.1,°C,open-meteo
2023-03-20,Antioquia,precipitacion,0.4,mm,open-meteo
2023-03-20,Antioquia,temp_max,26.8,°C,open-meteo
2023-03-20,Antioquia,temp_min,14.1,°C,open-meteo
2023-03-20,COLOMBIA,fx_usd_local,4718.333984375,COP/USD,yfinance
2023-03-20,COLOMBIA,precio_interno_referencia,2042000.0,COP/carga_125kg,FNC
2023-03-20,Caldas,precipitacion,6.0,mm,open-meteo
2023-03-20,Caldas,temp_max,19.5,°C,open-meteo
2023-03-20,Caldas,temp_min,9.0,°C,open-meteo
2023-03-20,Cauca,precipitacion,8.8,mm,open-meteo
2023-03-20,Cauca,temp_max,22.5,°C,open-meteo
2023-03-20,Cauca,temp_min,11.4,°C,open-meteo
2023-03-20,GLOBAL,precio_cafe_arabica,184.89999389648438,USc/lb,yfinance
2023-03-20,Huila,precipitacion,2.0,mm,open-meteo
2023-03-20,Huila,temp_max,24.8,°C,open-meteo
2023-03-20,Huila,temp_min,15.2,°C,open-meteo
2023-03-20,Nariño,precipitacion,4.1,mm,open-meteo
2023-03-20,Nariño,temp_max,21.4,°C,open-meteo
2023-03-20,Nariño,temp_min,12.6,°C,open-meteo
2023-03-20,Quindío,precipitacion,2.4,mm,open-meteo
2023-03-20,Quindío,temp_max,23.0,°C,open-meteo
2023-03-20,Quindío,temp_min,13.2,°C,open-meteo
2023-03-20,Risaralda,precipitacion,6.6,mm,open-meteo
2023-03-20,Risaralda,temp_max,22.9,°C,open-meteo
2023-03-20,Risaralda,temp_min,13.4,°C,open-meteo
2023-03-20,Tolima,precipitacion,9.9,mm,open-meteo
2023-03-20,Tolima,temp_max,22.0,°C,open-meteo
2023-03-20,Tolima,temp_min,12.9,°C,open-meteo
2023-03-21,Antioquia,precipitacion,0.1,mm,open-meteo
2023-03-21,Antioquia,temp_max,27.1,°C,open-meteo
2023-03-21,Antioquia,temp_min,15.6,°C,open-meteo
2023-03-21,COLOMBIA,fx_usd_local,4815.22998046875,COP/USD,yfinance
2023-03-21,COLOMBIA,precio_interno_referencia,2045000.0,COP/carga_125kg,FNC
2023-03-21,Caldas,precipitacion,7.1,mm,open-meteo
2023-03-21,Caldas,temp_max,20.4,°C,open-meteo
2023-03-21,Caldas,temp_min,9.0,°C,open-meteo
2023-03-21,Cauca,precipitacion,11.4,mm,open-meteo
2023-03-21,Cauca,temp_max,22.4,°C,open-meteo
2023-03-21,Cauca,temp_min,10.7,°C,open-meteo
2023-03-21,GLOBAL,precio_cafe_arabica,186.6999969482422,USc/lb,yfinance
2023-03-21,Huila,precipitacion,6.1,mm,open-meteo
2023-03-21,Huila,temp_max,25.3,°C,open-meteo
2023-03-21,Huila,temp_min,14.1,°C,open-meteo
2023-03-21,Nariño,precipitacion,9.1,mm,open-meteo
2023-03-21,Nariño,temp_max,21.8,°C,open-meteo
2023-03-21,Nariño,temp_min,11.4,°C,open-meteo
2023-03-21,Quindío,precipitacion,5.9,mm,open-meteo
2023-03-21,Quindío,temp_max,24.1,°C,open-meteo
2023-03-21,Quindío,temp_min,13.6,°C,open-meteo
2023-03-21,Risaralda,precipitacion,8.3,mm,open-meteo
2023-03-21,Risaralda,temp_max,24.9,°C,open-meteo
2023-03-21,Risaralda,temp_min,14.9,°C,open-meteo
2023-03-21,Tolima,precipitacion,8.6,mm,open-meteo
2023-03-21,Tolima,temp_max,22.5,°C,open-meteo
2023-03-21,Tolima,temp_min,12.8,°C,open-meteo
2023-03-22,Antioquia,precipitacion,6.1,mm,open-meteo
2023-03-22,Antioquia,temp_max,26.7,°C,open-meteo
2023-03-22,Antioquia,temp_min,16.2,°C,open-meteo
2023-03-22,COLOMBIA,fx_usd_local,4811.68017578125,COP/USD,yfinance
2023-03-22,COLOMBIA,precio_interno_referencia,2012000.0,COP/carga_125kg,FNC
2023-03-22,Caldas,precipitacion,1.3,mm,open-meteo
2023-03-22,Caldas,temp_max,20.0,°C,open-meteo
2023-03-22,Caldas,temp_min,8.8,°C,open-meteo
2023-03-22,Cauca,precipitacion,16.7,mm,open-meteo
2023-03-22,Cauca,temp_max,21.9,°C,open-meteo
2023-03-22,Cauca,temp_min,13.4,°C,open-meteo
2023-03-22,GLOBAL,precio_cafe_arabica,178.0,USc/lb,yfinance
2023-03-22,Huila,precipitacion,3.3,mm,open-meteo
2023-03-22,Huila,temp_max,25.2,°C,open-meteo
2023-03-22,Huila,temp_min,13.6,°C,open-meteo
2023-03-22,Nariño,precipitacion,9.1,mm,open-meteo
2023-03-22,Nariño,temp_max,20.2,°C,open-meteo
2023-03-22,Nariño,temp_min,12.1,°C,open-meteo
2023-03-22,Quindío,precipitacion,12.7,mm,open-meteo
2023-03-22,Quindío,temp_max,22.0,°C,open-meteo
2023-03-22,Quindío,temp_min,15.4,°C,open-meteo
2023-03-22,Risaralda,precipitacion,3.7,mm,open-meteo
2023-03-22,Risaralda,temp_max,24.5,°C,open-meteo
2023-03-22,Risaralda,temp_min,15.6,°C,open-meteo
2023-03-22,Tolima,precipitacion,5.7,mm,open-meteo
2023-03-22,Tolima,temp_max,22.0,°C,open-meteo
2023-03-22,Tolima,temp_min,13.3,°C,open-meteo
2023-03-23,Antioquia,precipitacion,5.3,mm,open-meteo
2023-03-23,Antioquia,temp_max,25.2,°C,open-meteo
2023-03-23,Antioquia,temp_min,16.5,°C,open-meteo
2023-03-23,COLOMBIA,fx_usd_local,4771.25,COP/USD,yfinance
2023-03-23,COLOMBIA,precio_interno_referencia,1963000.0,COP/carga_125kg,FNC
2023-03-23,Caldas,precipitacion,3.9,mm,open-meteo
2023-03-23,Caldas,temp_max,19.0,°C,open-meteo
2023-03-23,Caldas,temp_min,12.0,°C,open-meteo
2023-03-23,Cauca,precipitacion,31.2,mm,open-meteo
2023-03-23,Cauca,temp_max,20.4,°C,open-meteo
2023-03-23,Cauca,temp_min,14.7,°C,open-meteo
2023-03-23,GLOBAL,precio_cafe_arabica,174.3000030517578,USc/lb,yfinance
2023-03-23,Huila,precipitacion,17.4,mm,open-meteo
2023-03-23,Huila,temp_max,24.4,°C,open-meteo
2023-03-23,Huila,temp_min,16.2,°C,open-meteo
2023-03-23,Nariño,precipitacion,11.1,mm,open-meteo
2023-03-23,Nariño,temp_max,20.1,°C,open-meteo
2023-03-23,Nariño,temp_min,15.1,°C,open-meteo
2023-03-23,Quindío,precipitacion,12.2,mm,open-meteo
2023-03-23,Quindío,temp_max,23.8,°C,open-meteo
2023-03-23,Quindío,temp_min,15.3,°C,open-meteo
2023-03-23,Risaralda,precipitacion,13.4,mm,open-meteo
2023-03-23,Risaralda,temp_max,22.9,°C,open-meteo
2023-03-23,Risaralda,temp_min,15.8,°C,open-meteo
2023-03-23,Tolima,precipitacion,12.1,mm,open-meteo
2023-03-23,Tolima,temp_max,21.8,°C,open-meteo
2023-03-23,Tolima,temp_min,13.3,°C,open-meteo
2023-03-24,Antioquia,precipitacion,15.0,mm,open-meteo
2023-03-24,Antioquia,temp_max,25.2,°C,open-meteo
2023-03-24,Antioquia,temp_min,17.1,°C,open-meteo
2023-03-24,COLOMBIA,fx_usd_local,4754.75,COP/USD,yfinance
2023-03-24,COLOMBIA,precio_interno_referencia,2000000.0,COP/carga_125kg,FNC
2023-03-24,Caldas,precipitacion,26.0,mm,open-meteo
2023-03-24,Caldas,temp_max,16.0,°C,open-meteo
2023-03-24,Caldas,temp_min,10.0,°C,open-meteo
2023-03-24,Cauca,precipitacion,14.2,mm,open-meteo
2023-03-24,Cauca,temp_max,20.0,°C,open-meteo
2023-03-24,Cauca,temp_min,14.7,°C,open-meteo
2023-03-24,GLOBAL,precio_cafe_arabica,179.25,USc/lb,yfinance
2023-03-24,Huila,precipitacion,17.1,mm,open-meteo
2023-03-24,Huila,temp_max,23.5,°C,open-meteo
2023-03-24,Huila,temp_min,16.4,°C,open-meteo
2023-03-24,Nariño,precipitacion,26.5,mm,open-meteo
2023-03-24,Nariño,temp_max,20.1,°C,open-meteo
2023-03-24,Nariño,temp_min,14.2,°C,open-meteo
2023-03-24,Quindío,precipitacion,2.7,mm,open-meteo
2023-03-24,Quindío,temp_max,21.5,°C,open-meteo
2023-03-24,Quindío,temp_min,13.9,°C,open-meteo
2023-03-24,Risaralda,precipitacion,9.8,mm,open-meteo
2023-03-24,Risaralda,temp_max,22.2,°C,open-meteo
2023-03-24,Risaralda,temp_min,14.8,°C,open-meteo
2023-03-24,Tolima,precipitacion,23.2,mm,open-meteo
2023-03-24,Tolima,temp_max,21.7,°C,open-meteo
2023-03-24,Tolima,temp_min,13.5,°C,open-meteo
2023-03-25,Antioquia,precipitacion,8.7,mm,open-meteo
2023-03-25,Antioquia,temp_max,24.6,°C,open-meteo
2023-03-25,Antioquia,temp_min,15.9,°C,open-meteo
2023-03-25,COLOMBIA,precio_interno_referencia,2000000.0,COP/carga_125kg,FNC
2023-03-25,Caldas,precipitacion,6.0,mm,open-meteo
2023-03-25,Caldas,temp_max,18.3,°C,open-meteo
2023-03-25,Caldas,temp_min,10.5,°C,open-meteo
2023-03-25,Cauca,precipitacion,3.3,mm,open-meteo
2023-03-25,Cauca,temp_max,22.4,°C,open-meteo
2023-03-25,Cauca,temp_min,14.5,°C,open-meteo
2023-03-25,Huila,precipitacion,15.2,mm,open-meteo
2023-03-25,Huila,temp_max,24.6,°C,open-meteo
2023-03-25,Huila,temp_min,16.1,°C,open-meteo
2023-03-25,Nariño,precipitacion,3.3,mm,open-meteo
2023-03-25,Nariño,temp_max,21.0,°C,open-meteo
2023-03-25,Nariño,temp_min,14.9,°C,open-meteo
2023-03-25,Quindío,precipitacion,19.2,mm,open-meteo
2023-03-25,Quindío,temp_max,21.2,°C,open-meteo
2023-03-25,Quindío,temp_min,15.4,°C,open-meteo
2023-03-25,Risaralda,precipitacion,12.1,mm,open-meteo
2023-03-25,Risaralda,temp_max,24.4,°C,open-meteo
2023-03-25,Risaralda,temp_min,14.6,°C,open-meteo
2023-03-25,Tolima,precipitacion,5.9,mm,open-meteo
2023-03-25,Tolima,temp_max,21.0,°C,open-meteo
2023-03-25,Tolima,temp_min,13.6,°C,open-meteo
2023-03-26,Antioquia,precipitacion,13.1,mm,open-meteo
2023-03-26,Antioquia,temp_max,24.4,°C,open-meteo
2023-03-26,Antioquia,temp_min,15.9,°C,open-meteo
2023-03-26,COLOMBIA,precio_interno_referencia,2000000.0,COP/carga_125kg,FNC
2023-03-26,Caldas,precipitacion,28.8,mm,open-meteo
2023-03-26,Caldas,temp_max,17.7,°C,open-meteo
2023-03-26,Caldas,temp_min,11.0,°C,open-meteo
2023-03-26,Cauca,precipitacion,1.6,mm,open-meteo
