semana_fin,fecha_dato,geografia,variable,valor,unidad,fuente,dias_observados
2023-11-05,2023-11-05,Nariño,temp_promedio_semanal,17.8071,°C,open-meteo,7
2023-11-05,2023-11-05,Quindío,precipitacion_semanal,88.9,mm,open-meteo,7
2023-11-05,2023-11-05,Quindío,temp_max_semanal,23.6,°C,open-meteo,7
2023-11-05,2023-11-05,Quindío,temp_min_semanal,14.6,°C,open-meteo,7
2023-11-05,2023-11-05,Quindío,temp_promedio_semanal,19.1929,°C,open-meteo,7
2023-11-05,2023-11-05,Risaralda,precipitacion_semanal,96.2,mm,open-meteo,7
2023-11-05,2023-11-05,Risaralda,temp_max_semanal,24.3,°C,open-meteo,7
2023-11-05,2023-11-05,Risaralda,temp_min_semanal,15.2,°C,open-meteo,7
2023-11-05,2023-11-05,Risaralda,temp_promedio_semanal,19.4714,°C,open-meteo,7
2023-11-05,2023-11-05,Tolima,precipitacion_semanal,143.6,mm,open-meteo,7
2023-11-05,2023-11-05,Tolima,temp_max_semanal,21.9,°C,open-meteo,7
2023-11-05,2023-11-05,Tolima,temp_min_semanal,14.5,°C,open-meteo,7
2023-11-05,2023-11-05,Tolima,temp_promedio_semanal,18.0643,°C,open-meteo,7
2023-11-12,2023-11-12,Antioquia,precipitacion_semanal,73.8,mm,open-meteo,7
2023-11-12,2023-11-12,Antioquia,temp_max_semanal,27.9,°C,open-meteo,7
2023-11-12,2023-11-12,Antioquia,temp_min_semanal,16.8,°C,open-meteo,7
2023-11-12,2023-11-12,Antioquia,temp_promedio_semanal,21.8929,°C,open-meteo,7
2023-11-12,2023-11-10,COLOMBIA,fx_usd_local,4052.25,COP/USD,yfinance,5
2023-11-12,2023-11-12,COLOMBIA,precio_interno_referencia,1400000.0,COP/carga_125kg,FNC,7
2023-11-12,2023-11-12,Caldas,precipitacion_semanal,141.2,mm,open-meteo,7
2023-11-12,2023-11-12,Caldas,temp_max_semanal,20.9,°C,open-meteo,7
2023-11-12,2023-11-12,Caldas,temp_min_semanal,10.9,°C,open-meteo,7
2023-11-12,2023-11-12,Caldas,temp_promedio_semanal,15.4857,°C,open-meteo,7
2023-11-12,2023-11-12,Cauca,precipitacion_semanal,23.5,mm,open-meteo,7
2023-11-12,2023-11-12,Cauca,temp_max_semanal,23.4,°C,open-meteo,7
2023-11-12,2023-11-12,Cauca,temp_min_semanal,14.0,°C,open-meteo,7
2023-11-12,2023-11-12,Cauca,temp_promedio_semanal,18.4786,°C,open-meteo,7
2023-11-12,2023-11-10,GLOBAL,precio_cafe_arabica,174.5,USc/lb,yfinance,5
2023-11-12,2023-11-12,Huila,precipitacion_semanal,16.4,mm,open-meteo,7
2023-11-12,2023-11-12,Huila,temp_max_semanal,26.6,°C,open-meteo,7
2023-11-12,2023-11-12,Huila,temp_min_semanal,14.8,°C,open-meteo,7
2023-11-12,2023-11-12,Huila,temp_promedio_semanal,20.4714,°C,open-meteo,7
2023-11-12,2023-11-12,Nariño,precipitacion_semanal,10.6,mm,open-meteo,7
2023-11-12,2023-11-12,Nariño,temp_max_semanal,23.2,°C,open-meteo,7
2023-11-12,2023-11-12,Nariño,temp_min_semanal,13.4,°C,open-meteo,7
2023-11-12,2023-11-12,Nariño,temp_promedio_semanal,18.3143,°C,open-meteo,7
2023-11-12,2023-11-12,Quindío,precipitacion_semanal,191.7,mm,open-meteo,7
2023-11-12,2023-11-12,Quindío,temp_max_semanal,23.6,°C,open-meteo,7
2023-11-12,2023-11-12,Quindío,temp_min_semanal,14.4,°C,open-meteo,7
2023-11-12,2023-11-12,Quindío,temp_promedio_semanal,18.95,°C,open-meteo,7
2023-11-12,2023-11-12,Risaralda,precipitacion_semanal,79.4,mm,open-meteo,7
2023-11-12,2023-11-12,Risaralda,temp_max_semanal,25.3,°C,open-meteo,7
2023-11-12,2023-11-12,Risaralda,temp_min_semanal,15.4,°C,open-meteo,7
2023-11-12,2023-11-12,Risaralda,temp_promedio_semanal,20.1643,°C,open-meteo,7
2023-11-12,2023-11-12,Tolima,precipitacion_semanal,210.0,mm,open-meteo,7
2023-11-12,2023-11-12,Tolima,temp_max_semanal,24.4,°C,open-meteo,7
2023-11-12,2023-11-12,Tolima,temp_min_semanal,14.2,°C,open-meteo,7
2023-11-12,2023-11-12,Tolima,temp_promedio_semanal,18.7857,°C,open-meteo,7
2023-11-19,2023-11-19,Antioquia,precipitacion_semanal,129.9,mm,open-meteo,7
2023-11-19,2023-11-19,Antioquia,temp_max_semanal,28.5,°C,open-meteo,7
2023-11-19,2023-11-19,Antioquia,temp_min_semanal,16.0,°C,open-meteo,7
2023-11-19,2023-11-19,Antioquia,temp_promedio_semanal,21.4,°C,open-meteo,7
2023-11-19,2023-11-17,COLOMBIA,fx_usd_local,4085.699951171875,COP/USD,yfinance,5
2023-11-19,2023-11-19,COLOMBIA,precio_interno_referencia,1386000.0,COP/carga_125kg,FNC,7
2023-11-19,2023-11-19,Caldas,precipitacion_semanal,124.2,mm,open-meteo,7
2023-11-19,2023-11-19,Caldas,temp_max_semanal,20.9,°C,open-meteo,7
2023-11-19,2023-11-19,Caldas,temp_min_semanal,10.9,°C,open-meteo,7
2023-11-19,2023-11-19,Caldas,temp_promedio_semanal,15.2,°C,open-meteo,7
2023-11-19,2023-11-19,Cauca,precipitacion_semanal,90.1,mm,open-meteo,7
2023-11-19,2023-11-19,Cauca,temp_max_semanal,23.6,°C,open-meteo,7
2023-11-19,2023-11-19,Cauca,temp_min_semanal,14.4,°C,open-meteo,7
2023-11-19,2023-11-19,Cauca,temp_promedio_semanal,18.8643,°C,open-meteo,7
2023-11-19,2023-11-17,GLOBAL,precio_cafe_arabica,170.9499969482422,USc/lb,yfinance,5
2023-11-19,2023-11-19,Huila,precipitacion_semanal,33.6,mm,open-meteo,7
2023-11-19,2023-11-19,Huila,temp_max_semanal,27.4,°C,open-meteo,7
2023-11-19,2023-11-19,Huila,temp_min_semanal,13.5,°C,open-meteo,7
2023-11-19,2023-11-19,Huila,temp_promedio_semanal,20.5643,°C,open-meteo,7
2023-11-19,2023-11-19,Nariño,precipitacion_semanal,49.7,mm,open-meteo,7
2023-11-19,2023-11-19,Nariño,temp_max_semanal,23.5,°C,open-meteo,7
2023-11-19,2023-11-19,Nariño,temp_min_semanal,13.3,°C,open-meteo,7
2023-11-19,2023-11-19,Nariño,temp_promedio_semanal,18.3429,°C,open-meteo,7
2023-11-19,2023-11-19,Quindío,precipitacion_semanal,159.7,mm,open-meteo,7
2023-11-19,2023-11-19,Quindío,temp_max_semanal,24.9,°C,open-meteo,7
2023-11-19,2023-11-19,Quindío,temp_min_semanal,14.9,°C,open-meteo,7
2023-11-19,2023-11-19,Quindío,temp_promedio_semanal,19.3143,°C,open-meteo,7
2023-11-19,2023-11-19,Risaralda,precipitacion_semanal,100.9,mm,open-meteo,7
2023-11-19,2023-11-19,Risaralda,temp_max_semanal,25.5,°C,open-meteo,7
2023-11-19,2023-11-19,Risaralda,temp_min_semanal,15.1,°C,open-meteo,7
2023-11-19,2023-11-19,Risaralda,temp_promedio_semanal,19.6071,°C,open-meteo,7
2023-11-19,2023-11-19,Tolima,precipitacion_semanal,193.1,mm,open-meteo,7
2023-11-19,2023-11-19,Tolima,temp_max_semanal,23.9,°C,open-meteo,7
2023-11-19,2023-11-19,Tolima,temp_min_semanal,14.8,°C,open-meteo,7
2023-11-19,2023-11-19,Tolima,temp_promedio_semanal,18.95,°C,open-meteo,7
2023-11-26,2023-11-26,Antioquia,precipitacion_semanal,29.7,mm,open-meteo,7
2023-11-26,2023-11-26,Antioquia,temp_max_semanal,27.4,°C,open-meteo,7
2023-11-26,2023-11-26,Antioquia,temp_min_semanal,15.6,°C,open-meteo,7
2023-11-26,2023-11-26,Antioquia,temp_promedio_semanal,21.6357,°C,open-meteo,7
2023-11-26,2023-11-24,COLOMBIA,fx_usd_local,4064.760009765625,COP/USD,yfinance,5
2023-11-26,2023-11-26,COLOMBIA,precio_interno_referencia,1385000.0,COP/carga_125kg,FNC,7
2023-11-26,2023-11-26,Caldas,precipitacion_semanal,152.4,mm,open-meteo,7
2023-11-26,2023-11-26,Caldas,temp_max_semanal,19.8,°C,open-meteo,7
2023-11-26,2023-11-26,Caldas,temp_min_semanal,9.9,°C,open-meteo,7
2023-11-26,2023-11-26,Caldas,temp_promedio_semanal,14.5143,°C,open-meteo,7
2023-11-26,2023-11-26,Cauca,precipitacion_semanal,69.4,mm,open-meteo,7
2023-11-26,2023-11-26,Cauca,temp_max_semanal,23.6,°C,open-meteo,7
2023-11-26,2023-11-26,Cauca,temp_min_semanal,13.6,°C,open-meteo,7
2023-11-26,2023-11-26,Cauca,temp_promedio_semanal,18.4357,°C,open-meteo,7
2023-11-26,2023-11-24,GLOBAL,precio_cafe_arabica,178.64999389648438,USc/lb,yfinance,5
2023-11-26,2023-11-26,Huila,precipitacion_semanal,30.6,mm,open-meteo,7
2023-11-26,2023-11-26,Huila,temp_max_semanal,27.6,°C,open-meteo,7
2023-11-26,2023-11-26,Huila,temp_min_semanal,14.5,°C,open-meteo,7
2023-11-26,2023-11-26,Huila,temp_promedio_semanal,21.0357,°C,open-meteo,7
2023-11-26,2023-11-26,Nariño,precipitacion_semanal,116.3,mm,open-meteo,7
2023-11-26,2023-11-26,Nariño,temp_max_semanal,22.0,°C,open-meteo,7
2023-11-26,2023-11-26,Nariño,temp_min_semanal,13.4,°C,open-meteo,7
2023-11-26,2023-11-26,Nariño,temp_promedio_semanal,17.8857,°C,open-meteo,7
2023-11-26,2023-11-26,Quindío,precipitacion_semanal,168.2,mm,open-meteo,7
2023-11-26,2023-11-26,Quindío,temp_max_semanal,24.1,°C,open-meteo,7
2023-11-26,2023-11-26,Quindío,temp_min_semanal,14.9,°C,open-meteo,7
2023-11-26,2023-11-26,Quindío,temp_promedio_semanal,19.1786,°C,open-meteo,7
2023-11-26,2023-11-26,Risaralda,precipitacion_semanal,137.7,mm,open-meteo,7
2023-11-26,2023-11-26,Risaralda,temp_max_semanal,24.2,°C,open-meteo,7
2023-11-26,2023-11-26,Risaralda,temp_min_semanal,14.4,°C,open-meteo,7
2023-11-26,2023-11-26,Risaralda,temp_promedio_semanal,19.0643,°C,open-meteo,7
2023-11-26,2023-11-26,Tolima,precipitacion_semanal,153.2,mm,open-meteo,7
2023-11-26,2023-11-26,Tolima,temp_max_semanal,23.0,°C,open-meteo,7
2023-11-26,2023-11-26,Tolima,temp_min_semanal,13.5,°C,open-meteo,7
2023-11-26,2023-11-26,Tolima,temp_promedio_semanal,18.3429,°C,open-meteo,7
2023-12-03,2023-12-03,Antioquia,precipitacion_semanal,7.5,mm,open-meteo,7
2023-12-03,2023-12-03,Antioquia,temp_max_semanal,29.2,°C,open-meteo,7
2023-12-03,2023-12-03,Antioquia,temp_min_semanal,16.4,°C,open-meteo,7
2023-12-03,2023-12-03,Antioquia,temp_promedio_semanal,22.6357,°C,open-meteo,7
2023-12-03,2023-12-01,COLOMBIA,exportaciones_cafe,1066.685,miles_sacos_60kg,FNC,1
2023-12-03,2023-12-01,COLOMBIA,fx_usd_local,4014.580078125,COP/USD,yfinance,5
2023-12-03,2023-12-03,COLOMBIA,precio_interno_referencia,1480000.0,COP/carga_125kg,FNC,7
2023-12-03,2023-12-01,COLOMBIA,produccion_nacional,1220.0,miles_sacos_60kg,FNC,1
2023-12-03,2023-12-03,Caldas,precipitacion_semanal,44.3,mm,open-meteo,7
2023-12-03,2023-12-03,Caldas,temp_max_semanal,21.2,°C,open-meteo,7
2023-12-03,2023-12-03,Caldas,temp_min_semanal,9.3,°C,open-meteo,7
2023-12-03,2023-12-03,Caldas,temp_promedio_semanal,15.0,°C,open-meteo,7
2023-12-03,2023-12-03,Cauca,precipitacion_semanal,10.8,mm,open-meteo,7
2023-12-03,2023-12-03,Cauca,temp_max_semanal,23.3,°C,open-meteo,7
2023-12-03,2023-12-03,Cauca,temp_min_semanal,12.3,°C,open-meteo,7
2023-12-03,2023-12-03,Cauca,temp_promedio_semanal,18.1571,°C,open-meteo,7
2023-12-03,2023-12-01,GLOBAL,precio_cafe_arabica,193.8999938964844,USc/lb,yfinance,5
2023-12-03,2023-12-03,Huila,precipitacion_semanal,11.9,mm,open-meteo,7
2023-12-03,2023-12-03,Huila,temp_max_semanal,26.4,°C,open-meteo,7
2023-12-03,2023-12-03,Huila,temp_min_semanal,13.6,°C,open-meteo,7
2023-12-03,2023-12-03,Huila,temp_promedio_semanal,19.9143,°C,open-meteo,7
2023-12-03,2023-12-03,Nariño,precipitacion_semanal,12.0,mm,open-meteo,7
2023-12-03,2023-12-03,Nariño,temp_max_semanal,23.2,°C,open-meteo,7
2023-12-03,2023-12-03,Nariño,temp_min_semanal,12.6,°C,open-meteo,7
2023-12-03,2023-12-03,Nariño,temp_promedio_semanal,17.9714,°C,open-meteo,7
2023-12-03,2023-12-03,Quindío,precipitacion_semanal,59.9,mm,open-meteo,7
2023-12-03,2023-12-03,Quindío,temp_max_semanal,25.5,°C,open-meteo,7
2023-12-03,2023-12-03,Quindío,temp_min_semanal,14.0,°C,open-meteo,7
2023-12-03,2023-12-03,Quindío,temp_promedio_semanal,19.5214,°C,open-meteo,7
2023-12-03,2023-12-03,Risaralda,precipitacion_semanal,8.9,mm,open-meteo,7
2023-12-03,2023-12-03,Risaralda,temp_max_semanal,25.9,°C,open-meteo,7
2023-12-03,2023-12-03,Risaralda,temp_min_semanal,13.4,°C,open-meteo,7
2023-12-03,2023-12-03,Risaralda,temp_promedio_semanal,20.2214,°C,open-meteo,7
2023-12-03,2023-12-03,Tolima,precipitacion_semanal,79.3,mm,open-meteo,7
2023-12-03,2023-12-03,Tolima,temp_max_semanal,24.5,°C,open-meteo,7
2023-12-03,2023-12-03,Tolima,temp_min_semanal,13.0,°C,open-meteo,7
2023-12-03,2023-12-03,Tolima,temp_promedio_semanal,18.7429,°C,open-meteo,7
2023-12-10,2023-12-10,Antioquia,precipitacion_semanal,11.0,mm,open-meteo,7
2023-12-10,2023-12-10,Antioquia,temp_max_semanal,30.1,°C,open-meteo,7
2023-12-10,2023-12-10,Antioquia,temp_min_semanal,17.0,°C,open-meteo,7
2023-12-10,2023-12-10,Antioquia,temp_promedio_semanal,22.8071,°C,open-meteo,7
2023-12-10,2023-12-08,COLOMBIA,fx_usd_local,3997.72998046875,COP/USD,yfinance,5
2023-12-10,2023-12-10,COLOMBIA,precio_interno_referencia,1425000.0,COP/carga_125kg,FNC,7
2023-12-10,2023-12-10,Caldas,precipitacion_semanal,38.4,mm,open-meteo,7
2023-12-10,2023-12-10,Caldas,temp_max_semanal,21.0,°C,open-meteo,7
2023-12-10,2023-12-10,Caldas,temp_min_semanal,10.4,°C,open-meteo,7
2023-12-10,2023-12-10,Caldas,temp_promedio_semanal,15.3929,°C,open-meteo,7
2023-12-10,2023-12-10,Cauca,precipitacion_semanal,16.1,mm,open-meteo,7
2023-12-10,2023-12-10,Cauca,temp_max_semanal,23.4,°C,open-meteo,7
2023-12-10,2023-12-10,Cauca,temp_min_semanal,12.8,°C,open-meteo,7
2023-12-10,2023-12-10,Cauca,temp_promedio_semanal,18.3143,°C,open-meteo,7
2023-12-10,2023-12-08,GLOBAL,precio_cafe_arabica,185.1499938964844,USc/lb,yfinance,5
2023-12-10,2023-12-10,Huila,precipitacion_semanal,14.4,mm,open-meteo,7
2023-12-10,2023-12-10,Huila,temp_max_semanal,27.0,°C,open-meteo,7
2023-12-10,2023-12-10,Huila,temp_min_semanal,13.4,°C,open-meteo,7
2023-12-10,2023-12-10,Huila,temp_promedio_semanal,20.0643,°C,open-meteo,7
2023-12-10,2023-12-10,Nariño,precipitacion_semanal,16.3,mm,open-meteo,7
2023-12-10,2023-12-10,Nariño,temp_max_semanal,23.6,°C,open-meteo,7
2023-12-10,2023-12-10,Nariño,temp_min_semanal,13.6,°C,open-meteo,7
2023-12-10,2023-12-10,Nariño,temp_promedio_semanal,18.3429,°C,open-meteo,7
2023-12-10,2023-12-10,Quindío,precipitacion_semanal,92.5,mm,open-meteo,7
2023-12-10,2023-12-10,Quindío,temp_max_semanal,25.2,°C,open-meteo,7
2023-12-10,2023-12-10,Quindío,temp_min_semanal,14.2,°C,open-meteo,7
2023-12-10,2023-12-10,Quindío,temp_promedio_semanal,19.1071,°C,open-meteo,7
2023-12-10,2023-12-10,Risaralda,precipitacion_semanal,33.4,mm,open-meteo,7
2023-12-10,2023-12-10,Risaralda,temp_max_semanal,25.9,°C,open-meteo,7
2023-12-10,2023-12-10,Risaralda,temp_min_semanal,14.9,°C,open-meteo,7
2023-12-10,2023-12-10,Risaralda,temp_promedio_semanal,20.3,°C,open-meteo,7
2023-12-10,2023-12-10,Tolima,precipitacion_semanal,136.2,mm,open-meteo,7
2023-12-10,2023-12-10,Tolima,temp_max_semanal,24.1,°C,open-meteo,7
2023-12-10,2023-12-10,Tolima,temp_min_semanal,13.1,°C,open-meteo,7
2023-12-10,2023-12-10,Tolima,temp_promedio_semanal,18.8714,°C,open-meteo,7
2023-12-17,2023-12-17,Antioquia,precipitacion_semanal,111.4,mm,open-meteo,7
2023-12-17,2023-12-17,Antioquia,temp_max_semanal,29.7,°C,open-meteo,7
2023-12-17,2023-12-17,Antioquia,temp_min_semanal,17.1,°C,open-meteo,7
2023-12-17,2023-12-17,Antioquia,temp_promedio_semanal,22.65,°C,open-meteo,7
2023-12-17,2023-12-15,COLOMBIA,fx_usd_local,3964.5,COP/USD,yfinance,5
2023-12-17,2023-12-17,COLOMBIA,precio_interno_referencia,1468000.0,COP/carga_125kg,FNC,7
2023-12-17,2023-12-17,Caldas,precipitacion_semanal,70.1,mm,open-meteo,7
2023-12-17,2023-12-17,Caldas,temp_max_semanal,20.9,°C,open-meteo,7
2023-12-17,2023-12-17,Caldas,temp_min_semanal,10.7,°C,open-meteo,7
2023-12-17,2023-12-17,Caldas,temp_promedio_semanal,15.45,°C,open-meteo,7
2023-12-17,2023-12-17,Cauca,precipitacion_semanal,67.8,mm,open-meteo,7
2023-12-17,2023-12-17,Cauca,temp_max_semanal,23.5,°C,open-meteo,7
2023-12-17,2023-12-17,Cauca,temp_min_semanal,14.5,°C,open-meteo,7
2023-12-17,2023-12-17,Cauca,temp_promedio_semanal,18.9,°C,open-meteo,7
2023-12-17,2023-12-15,GLOBAL,precio_cafe_arabica,201.8000030517578,USc/lb,yfinance,5
2023-12-17,2023-12-17,Huila,precipitacion_semanal,23.5,mm,open-meteo,7
2023-12-17,2023-12-17,Huila,temp_max_semanal,27.1,°C,open-meteo,7
2023-12-17,2023-12-17,Huila,temp_min_semanal,14.3,°C,open-meteo,7
2023-12-17,2023-12-17,Huila,temp_promedio_semanal,20.6929,°C,open-meteo,7
2023-12-17,2023-12-17,Nariño,precipitacion_semanal,57.4,mm,open-meteo,7
2023-12-17,2023-12-17,Nariño,temp_max_semanal,22.3,°C,open-meteo,7
2023-12-17,2023-12-17,Nariño,temp_min_semanal,14.1,°C,open-meteo,7
2023-12-17,2023-12-17,Nariño,temp_promedio_semanal,18.1714,°C,open-meteo,7
2023-12-17,2023-12-17,Quindío,precipitacion_semanal,118.8,mm,open-meteo,7
2023-12-17,2023-12-17,Quindío,temp_max_semanal,25.0,°C,open-meteo,7
2023-12-17,2023-12-17,Quindío,temp_min_semanal,15.4,°C,open-meteo,7
2023-12-17,2023-12-17,Quindío,temp_promedio_semanal,19.4143,°C,open-meteo,7
2023-12-17,2023-12-17,Risaralda,precipitacion_semanal,105.9,mm,open-meteo,7
2023-12-17,2023-12-17,Risaralda,temp_max_semanal,25.8,°C,open-meteo,7
2023-12-17,2023-12-17,Risaralda,temp_min_semanal,16.1,°C,open-meteo,7
2023-12-17,2023-12-17,Risaralda,temp_promedio_semanal,20.0857,°C,open-meteo,7
2023-12-17,2023-12-17,Tolima,precipitacion_semanal,110.4,mm,open-meteo,7
2023-12-17,2023-12-17,Tolima,temp_max_semanal,25.0,°C,open-meteo,7
2023-12-17,2023-12-17,Tolima,temp_min_semanal,13.9,°C,open-meteo,7
2023-12-17,2023-12-17,Tolima,temp_promedio_semanal,18.8429,°C,open-meteo,7
2023-12-24,2023-12-24,Antioquia,precipitacion_semanal,16.6,mm,open-meteo,7
2023-12-24,2023-12-24,Antioquia,temp_max_semanal,29.3,°C,open-meteo,7
2023-12-24,2023-12-24,Antioquia,temp_min_semanal,16.7,°C,open-meteo,7
2023-12-24,2023-12-24,Antioquia,temp_promedio_semanal,22.6214,°C,open-meteo,7
2023-12-24,2023-12-22,COLOMBIA,fx_usd_local,3944.75,COP/USD,yfinance,5
2023-12-24,2023-12-24,COLOMBIA,precio_interno_referencia,1472000.0,COP/carga_125kg,FNC,7
2023-12-24,2023-12-24,Caldas,precipitacion_semanal,59.8,mm,open-meteo,7
2023-12-24,2023-12-24,Caldas,temp_max_semanal,21.3,°C,open-meteo,7
2023-12-24,2023-12-24,Caldas,temp_min_semanal,10.6,°C,open-meteo,7
2023-12-24,2023-12-24,Caldas,temp_promedio_semanal,15.2714,°C,open-meteo,7
2023-12-24,2023-12-24,Cauca,precipitacion_semanal,79.1,mm,open-meteo,7
2023-12-24,2023-12-24,Cauca,temp_max_semanal,24.3,°C,open-meteo,7
2023-12-24,2023-12-24,Cauca,temp_min_semanal,13.5,°C,open-meteo,7
2023-12-24,2023-12-24,Cauca,temp_promedio_semanal,18.6714,°C,open-meteo,7
2023-12-24,2023-12-22,GLOBAL,precio_cafe_arabica,192.8000030517578,USc/lb,yfinance,5
2023-12-24,2023-12-24,Huila,precipitacion_semanal,34.5,mm,open-meteo,7
2023-12-24,2023-12-24,Huila,temp_max_semanal,26.6,°C,open-meteo,7
2023-12-24,2023-12-24,Huila,temp_min_semanal,15.6,°C,open-meteo,7
2023-12-24,2023-12-24,Huila,temp_promedio_semanal,21.0857,°C,open-meteo,7
2023-12-24,2023-12-24,Nariño,precipitacion_semanal,70.9,mm,open-meteo,7
2023-12-24,2023-12-24,Nariño,temp_max_semanal,22.5,°C,open-meteo,7
2023-12-24,2023-12-24,Nariño,temp_min_semanal,14.1,°C,open-meteo,7
2023-12-24,2023-12-24,Nariño,temp_promedio_semanal,18.2286,°C,open-meteo,7
2023-12-24,2023-12-24,Quindío,precipitacion_semanal,123.5,mm,open-meteo,7
2023-12-24,2023-12-24,Quindío,temp_max_semanal,24.4,°C,open-meteo,7
2023-12-24,2023-12-24,Quindío,temp_min_semanal,15.0,°C,open-meteo,7
2023-12-24,2023-12-24,Quindío,temp_promedio_semanal,19.7,°C,open-meteo,7
2023-12-24,2023-12-24,Risaralda,precipitacion_semanal,84.4,mm,open-meteo,7
2023-12-24,2023-12-24,Risaralda,temp_max_semanal,25.6,°C,open-meteo,7
2023-12-24,2023-12-24,Risaralda,temp_min_semanal,15.6,°C,open-meteo,7
2023-12-24,2023-12-24,Risaralda,temp_promedio_semanal,20.2071,°C,open-meteo,7
2023-12-24,2023-12-24,Tolima,precipitacion_semanal,105.5,mm,open-meteo,7
2023-12-24,2023-12-24,Tolima,temp_max_semanal,23.3,°C,open-meteo,7
2023-12-24,2023-12-24,Tolima,temp_min_semanal,13.8,°C,open-meteo,7
2023-12-24,2023-12-24,Tolima,temp_promedio_semanal,18.4143,°C,open-meteo,7
2023-12-31,2023-12-31,Antioquia,precipitacion_semanal,32.4,mm,open-meteo,7
2023-12-31,2023-12-31,Antioquia,temp_max_semanal,28.0,°C,open-meteo,7
2023-12-31,2023-12-31,Antioquia,temp_min_semanal,15.9,°C,open-meteo,7
2023-12-31,2023-12-31,Antioquia,temp_promedio_semanal,22.0286,°C,open-meteo,7
2023-12-31,2023-12-29,COLOMBIA,fx_usd_local,3879.75,COP/USD,yfinance,5
2023-12-31,2023-12-31,COLOMBIA,precio_interno_referencia,1428000.0,COP/carga_125kg,FNC,7
2023-12-31,2023-12-31,Caldas,precipitacion_semanal,87.5,mm,open-meteo,7
2023-12-31,2023-12-31,Caldas,temp_max_semanal,19.1,°C,open-meteo,7
2023-12-31,2023-12-31,Caldas,temp_min_semanal,10.2,°C,open-meteo,7
2023-12-31,2023-12-31,Caldas,temp_promedio_semanal,14.5571,°C,open-meteo,7
2023-12-31,2023-12-31,Cauca,precipitacion_semanal,71.6,mm,open-meteo,7
2023-12-31,2023-12-31,Cauca,temp_max_semanal,24.0,°C,open-meteo,7
2023-12-31,2023-12-31,Cauca,temp_min_semanal,12.4,°C,open-meteo,7
2023-12-31,2023-12-31,Cauca,temp_promedio_semanal,18.3,°C,open-meteo,7
2023-12-31,2023-12-29,GLOBAL,precio_cafe_arabica,188.3000030517578,USc/lb,yfinance,4
2023-12-31,2023-12-31,Huila,precipitacion_semanal,80.4,mm,open-meteo,7
2023-12-31,2023-12-31,Huila,temp_max_semanal,26.5,°C,open-meteo,7
2023-12-31,2023-12-31,Huila,temp_min_semanal,14.9,°C,open-meteo,7
2023-12-31,2023-12-31,Huila,temp_promedio_semanal,20.6071,°C,open-meteo,7
2023-12-31,2023-12-31,Nariño,precipitacion_semanal,86.1,mm,open-meteo,7
2023-12-31,2023-12-31,Nariño,temp_max_semanal,22.2,°C,open-meteo,7
2023-12-31,2023-12-31,Nariño,temp_min_semanal,13.4,°C,open-meteo,7
2023-12-31,2023-12-31,Nariño,temp_promedio_semanal,17.5929,°C,open-meteo,7
2023-12-31,2023-12-31,Quindío,precipitacion_semanal,187.1,mm,open-meteo,7
2023-12-31,2023-12-31,Quindío,temp_max_semanal,23.8,°C,open-meteo,7
2023-12-31,2023-12-31,Quindío,temp_min_semanal,15.9,°C,open-meteo,7
2023-12-31,2023-12-31,Quindío,temp_promedio_semanal,19.1643,°C,open-meteo,7
2023-12-31,2023-12-31,Risaralda,precipitacion_semanal,85.0,mm,open-meteo,7
2023-12-31,2023-12-31,Risaralda,temp_max_semanal,24.5,°C,open-meteo,7
2023-12-31,2023-12-31,Risaralda,temp_min_semanal,14.8,°C,open-meteo,7
2023-12-31,2023-12-31,Risaralda,temp_promedio_semanal,19.1286,°C,open-meteo,7
2023-12-31,2023-12-31,Tolima,precipitacion_semanal,271.9,mm,open-meteo,7
2023-12-31,2023-12-31,Tolima,temp_max_semanal,22.7,°C,open-meteo,7
2023-12-31,2023-12-31,Tolima,temp_min_semanal,13.8,°C,open-meteo,7
2023-12-31,2023-12-31,Tolima,temp_promedio_semanal,18.0786,°C,open-meteo,7
2024-01-07,2024-01-07,Antioquia,precipitacion_semanal,6.3,mm,open-meteo,7
2024-01-07,2024-01-07,Antioquia,temp_max_semanal,28.8,°C,open-meteo,7
2024-01-07,2024-01-07,Antioquia,temp_min_semanal,15.6,°C,open-meteo,7
2024-01-07,2024-01-07,Antioquia,temp_promedio_semanal,22.3071,°C,open-meteo,7
2024-01-07,2024-01-01,COLOMBIA,exportaciones_cafe,937.134,miles_sacos_60kg,FNC,1
2024-01-07,2024-01-05,COLOMBIA,fx_usd_local,3927.1298828125,COP/USD,yfinance,5
2024-01-07,2024-01-07,COLOMBIA,precio_interno_referencia,1395000.0,COP/carga_125kg,FNC,7
2024-01-07,2024-01-01,COLOMBIA,produccion_nacional,959.0,miles_sacos_60kg,FNC,1
2024-01-07,2024-01-07,Caldas,precipitacion_semanal,23.8,mm,open-meteo,7
2024-01-07,2024-01-07,Caldas,temp_max_semanal,20.5,°C,open-meteo,7
2024-01-07,2024-01-07,Caldas,temp_min_semanal,9.7,°C,open-meteo,7
2024-01-07,2024-01-07,Caldas,temp_promedio_semanal,15.1143,°C,open-meteo,7
2024-01-07,2024-01-07,Cauca,precipitacion_semanal,22.0,mm,open-meteo,7
2024-01-07,2024-01-07,Cauca,temp_max_semanal,23.2,°C,open-meteo,7
2024-01-07,2024-01-07,Cauca,temp_min_semanal,12.1,°C,open-meteo,7
2024-01-07,2024-01-07,Cauca,temp_promedio_semanal,18.2857,°C,open-meteo,7
